"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LOC408874",5.26134705330339e-52,1.07122902765058,0.928,0.594,5.26555613094604e-48,"Epithelial cell","LOC408874"
"LOC726993",1.10813462682491e-51,1.331001375955,0.947,0.704,1.10902113452637e-47,"Epithelial cell","LOC726993"
"LOC552183",2.52122146443396e-51,0.69343544612184,0.558,0.171,2.52323844160551e-47,"Epithelial cell","LOC552183"
"LOC724618",4.33986208871869e-51,1.29513784133275,0.928,0.645,4.34333397838966e-47,"Epithelial cell","LOC724618"
"LOC100576288",4.597014141533e-51,0.403979790281617,0.332,0.064,4.60069175284622e-47,"Epithelial cell","LOC100576288"
"GlnS",4.83637007026223e-51,1.36031721634785,0.774,0.387,4.84023916631844e-47,"Epithelial cell","GlnS"
"LOC724333",8.20403186647306e-51,0.82358285414224,0.668,0.244,8.21059509196624e-47,"Epithelial cell","LOC724333"
"LOC100578818",4.08632776627932e-50,1.21343981838823,0.933,0.725,4.08959682849235e-46,"Epithelial cell","LOC100578818"
"LOC410951",8.88608125729672e-50,0.830479874422362,0.966,0.817,8.89319012230256e-46,"Epithelial cell","LOC410951"
"LOC726978",2.08828362925362e-49,0.424882242444594,0.26,0.042,2.08995425615702e-45,"Epithelial cell","LOC726978"
"LOC726289",4.59469902184121e-49,0.780347320944291,0.596,0.207,4.59837478105868e-45,"Epithelial cell","LOC726289"
"LOC107965039",8.79689110966069e-49,0.522752180049656,0.447,0.115,8.80392862254842e-45,"Epithelial cell","LOC107965039"
"LOC409784",9.26383660860762e-49,0.725083643979938,0.596,0.202,9.2712476778945e-45,"Epithelial cell","LOC409784"
"LOC7249621",3.08937872524448e-48,0.747521462901643,0.702,0.253,3.09185022822467e-44,"Epithelial cell","LOC724962"
"LOC410166",4.04666449876356e-48,0.347055711624144,0.418,0.093,4.04990183036257e-44,"Epithelial cell","LOC410166"
"LOC725942",4.36057500394329e-48,0.457929754197412,0.288,0.053,4.36406346394644e-44,"Epithelial cell","LOC725942"
"LOC551884",4.62483649237307e-48,0.723736770282094,0.596,0.207,4.62853636156697e-44,"Epithelial cell","LOC551884"
"LOC551080",1.30094892948044e-46,1.29717876808992,0.457,0.134,1.30198968862403e-42,"Epithelial cell","LOC551080"
"LOC409171",1.67096006918002e-46,0.896784805603365,0.596,0.22,1.67229683723536e-42,"Epithelial cell","LOC409171"
"LOC552377",1.74805182504958e-46,0.694689921025263,0.486,0.144,1.74945026650962e-42,"Epithelial cell","LOC552377"
"LOC552146",3.29915869170697e-46,0.77175744812561,0.639,0.235,3.30179801866034e-42,"Epithelial cell","LOC552146"
"LOC412166",3.84255395444948e-46,0.824409064272078,0.538,0.174,3.84562799761304e-42,"Epithelial cell","LOC412166"
"LOC550655",9.91048231221386e-46,1.3313126614306,0.745,0.389,9.91841069806363e-42,"Epithelial cell","LOC550655"
"LOC726251",1.23822042945467e-45,0.5332791474327,0.413,0.105,1.23921100579823e-41,"Epithelial cell","LOC726251"
"LOC726654",2.44208634607967e-45,0.376023404442881,0.317,0.064,2.44404001515654e-41,"Epithelial cell","LOC726654"
"LOC725750",6.88325716506566e-45,0.459035947226413,0.298,0.059,6.88876377079771e-41,"Epithelial cell","LOC725750"
"LOC724853",7.01494699192317e-45,0.32638903249784,0.26,0.044,7.02055894951671e-41,"Epithelial cell","LOC724853"
"LOC408354",1.085672122491e-44,0.946389464804073,0.75,0.364,1.086540660189e-40,"Epithelial cell","LOC408354"
"LOC409360",1.6688970359846e-44,0.620814458608504,0.332,0.073,1.67023215361339e-40,"Epithelial cell","LOC409360"
"LOC410982",1.88419113889628e-44,0.548585220276096,0.447,0.124,1.8856984918074e-40,"Epithelial cell","LOC410982"
"LOC408801",4.25510639107298e-44,1.00009672032718,1,0.961,4.25851047618584e-40,"Epithelial cell","LOC408801"
"LOC726407",4.57300312828881e-44,0.95944762819132,0.832,0.474,4.57666153079144e-40,"Epithelial cell","LOC726407"
"LOC408594",4.86947033661659e-44,0.966494341587823,0.899,0.633,4.87336591288588e-40,"Epithelial cell","LOC408594"
"LOC725878",5.84121561067819e-44,0.758121677263834,0.534,0.177,5.84588858316674e-40,"Epithelial cell","LOC725878"
"LOC408958",6.26695676008202e-44,0.849855092632395,0.668,0.277,6.27197032549008e-40,"Epithelial cell","LOC408958"
"LOC409346",7.03575149483528e-44,0.729407465506865,0.63,0.235,7.04138009603115e-40,"Epithelial cell","LOC409346"
"LOC412929",1.17121667796159e-43,0.569440365529911,0.389,0.098,1.17215365130396e-39,"Epithelial cell","LOC412929"
"LOC100576196",1.21287888881866e-43,0.576093106513702,0.337,0.075,1.21384919192972e-39,"Epithelial cell","LOC100576196"
"LOC725788",1.21404824383415e-43,0.94319591244832,0.663,0.291,1.21501948242922e-39,"Epithelial cell","LOC725788"
"LOC100577393",1.23421677253693e-43,0.863554069568272,0.745,0.315,1.23520414595496e-39,"Epithelial cell","LOC100577393"
"LOC413213",3.86717180617526e-43,0.872804149421031,0.683,0.294,3.8702655436202e-39,"Epithelial cell","LOC413213"
"LOC725263",5.08391973871557e-43,0.90820138817402,0.784,0.411,5.08798687450654e-39,"Epithelial cell","LOC725263"
"LOC413086",5.20514349193817e-43,0.557369052378968,0.385,0.1,5.20930760673172e-39,"Epithelial cell","LOC413086"
"LOC408685",2.05209639495002e-42,0.798384611468345,1,0.964,2.05373807206598e-38,"Epithelial cell","LOC408685"
"LOC408649",2.13196661112631e-42,0.493748013993124,0.404,0.106,2.13367218441521e-38,"Epithelial cell","LOC408649"
"LOC726051",3.3890976296259e-42,0.666120505680598,0.486,0.153,3.3918089077296e-38,"Epithelial cell","LOC726051"
"LOC552104",3.89841167036188e-42,0.722112875578008,0.572,0.214,3.90153039969816e-38,"Epithelial cell","LOC552104"
"LOC413324",5.47107818215512e-42,0.472820995864477,0.365,0.09,5.47545504470084e-38,"Epithelial cell","LOC413324"
"LOC552709",7.10547513222585e-42,0.909542211876077,0.952,0.79,7.11115951233164e-38,"Epithelial cell","LOC552709"
"LOC551501",7.44026105190612e-42,0.319832224617123,0.255,0.046,7.44621326074764e-38,"Epithelial cell","LOC551501"
"LOC408959",7.48896952717335e-42,0.588086133502083,0.38,0.097,7.49496070279509e-38,"Epithelial cell","LOC408959"
"LOC551061",8.80490808843714e-42,0.691848732239742,0.654,0.267,8.81195201490789e-38,"Epithelial cell","LOC551061"
"LOC113218581",2.04082898753893e-41,0.649410391959011,0.428,0.125,2.04246165072896e-37,"Epithelial cell","LOC113218581"
"LOC410649",2.7642893450384e-41,0.749165199307078,0.519,0.174,2.76650077651443e-37,"Epithelial cell","LOC410649"
"LOC552075",1.15753720768653e-40,0.714340317148334,0.476,0.153,1.15846323745268e-36,"Epithelial cell","LOC552075"
"LOC408944",1.293092650607e-40,0.922529523201004,0.99,0.958,1.29412712472748e-36,"Epithelial cell","LOC408944"
"LOC408827",3.71717064217908e-40,0.673145770535061,0.538,0.193,3.72014437869283e-36,"Epithelial cell","LOC408827"
"LOC409928",2.21116375865545e-38,0.942763986987077,0.904,0.647,2.21293268966237e-34,"Epithelial cell","LOC409928"
"LOC725329",3.06315882179736e-38,0.692041809820798,0.582,0.22,3.0656093488548e-34,"Epithelial cell","LOC725329"
"LOC409255",4.24426647459013e-38,0.614905032405012,0.553,0.206,4.2476618877698e-34,"Epithelial cell","LOC409255"
"LOC409337",6.66669042750493e-38,0.88918572158549,0.889,0.585,6.67202377984693e-34,"Epithelial cell","LOC409337"
"LOC100578337",6.77387132340193e-38,0.341488118993478,0.25,0.048,6.77929042046065e-34,"Epithelial cell","LOC100578337"
"LOC408877",7.53666207074125e-38,1.02501875866723,0.913,0.677,7.54269140039784e-34,"Epithelial cell","LOC408877"
"LOC412842",8.21318095483511e-38,0.450235188963521,0.312,0.072,8.21975149959897e-34,"Epithelial cell","LOC412842"
"LOC550930",6.14753156576114e-37,0.890366504333599,0.88,0.623,6.15244959101375e-33,"Epithelial cell","LOC550930"
"LOC551496",6.6480954500685e-37,0.373204670757141,0.293,0.065,6.65341392642855e-33,"Epithelial cell","LOC551496"
"LOC100578132",1.66559194296592e-36,0.368408258582964,0.332,0.083,1.66692441652029e-32,"Epithelial cell","LOC100578132"
"LOC727081",2.07336473494799e-36,0.336723379363261,0.274,0.059,2.07502342673595e-32,"Epithelial cell","LOC727081"
"LOC724942",2.92658215184926e-36,0.982527650115571,0.649,0.304,2.92892341757074e-32,"Epithelial cell","LOC724942"
"LOC102656354",4.56348822452469e-35,0.575747258616165,0.514,0.188,4.56713901510431e-31,"Epithelial cell","LOC102656354"
"LOC727460",3.92914226218535e-34,1.08906204127145,0.909,0.758,3.9322855759951e-30,"Epithelial cell","LOC727460"
"LOC726444",2.41030280244647e-33,0.430219493183525,0.409,0.127,2.41223104468843e-29,"Epithelial cell","LOC726444"
"LOC413132",2.96907579685435e-33,0.77579502743179,0.534,0.224,2.97145105749184e-29,"Epithelial cell","LOC413132"
"LOC409518",8.3344770814484e-33,0.483500996389664,0.466,0.164,8.34114466311356e-29,"Epithelial cell","LOC409518"
"LOC411163",8.63842992078839e-33,0.584984819567974,0.587,0.242,8.64534066472502e-29,"Epithelial cell","LOC411163"
"LOC410165",1.78302975883227e-32,0.811854926568568,0.938,0.757,1.78445618263933e-28,"Epithelial cell","LOC410165"
"LOC408570",2.29125141081943e-32,0.317033972976641,0.288,0.068,2.29308441194808e-28,"Epithelial cell","LOC408570"
"LOC551446",3.12557474495316e-32,0.839687781171066,0.909,0.724,3.12807520474912e-28,"Epithelial cell","LOC551446"
"LOC725038",6.24021838248804e-32,0.412193343445881,0.303,0.077,6.24521055719403e-28,"Epithelial cell","LOC725038"
"LOC102655600",6.61862534588408e-32,1.06015350224045,0.668,0.338,6.62392024616079e-28,"Epithelial cell","LOC102655600"
"Syx1A",7.10242444227234e-32,0.760938151647406,0.947,0.805,7.10810638182616e-28,"Epithelial cell","Syx1A"
"LOC409051",7.31618904420473e-32,0.780505920653978,0.981,0.954,7.32204199544009e-28,"Epithelial cell","LOC409051"
"LOC408779",7.42282561276091e-32,0.782570157220909,0.981,0.92,7.42876387325112e-28,"Epithelial cell","LOC408779"
"LOC102656011",8.14551436943482e-32,0.58850640940872,0.462,0.164,8.15203078093037e-28,"Epithelial cell","LOC102656011"
"LOC726544",1.08723421305167e-31,0.828404644933078,0.745,0.444,1.08810400042211e-27,"Epithelial cell","LOC726544"
"LOC7241951",1.99187546668847e-31,1.21921152285559,0.851,0.65,1.99346896706182e-27,"Epithelial cell","LOC724195"
"LOC725031",2.60177097286316e-31,1.11079532970921,0.495,0.203,2.60385238964145e-27,"Epithelial cell","LOC725031"
"LOC409851",3.81913115467654e-31,0.816354129316163,0.74,0.408,3.82218645960028e-27,"Epithelial cell","LOC409851"
"LOC409675",6.12055931385007e-31,0.849149851582253,0.673,0.359,6.12545576130115e-27,"Epithelial cell","LOC409675"
"LOC551919",2.44036321026277e-30,0.484893828165052,0.413,0.142,2.44231550083098e-26,"Epithelial cell","LOC551919"
"LOC409665",2.64014907453381e-30,0.452812655670693,0.361,0.111,2.64226119379344e-26,"Epithelial cell","LOC409665"
"LOC551770",8.68388843994038e-30,0.378687313800656,0.337,0.097,8.69083555069233e-26,"Epithelial cell","LOC551770"
"LOC102654792",1.5741167487615e-29,0.353244994595958,0.308,0.084,1.57537604216051e-25,"Epithelial cell","LOC102654792"
"LOC410044",6.09827474194872e-29,0.694493942416073,0.688,0.382,6.10315336174228e-25,"Epithelial cell","LOC410044"
"LOC409377",8.32124285706036e-29,0.617556088845487,0.601,0.293,8.32789985134601e-25,"Epithelial cell","LOC409377"
"LOC552247",8.79828948777561e-29,0.735027863241015,0.62,0.316,8.80532811936583e-25,"Epithelial cell","LOC552247"
"LOC551904",1.1902307566228e-28,0.448754604331027,0.37,0.119,1.1911829412281e-24,"Epithelial cell","LOC551904"
"LOC107965502",1.2565593472994e-28,0.405324848353648,0.341,0.104,1.25756459477724e-24,"Epithelial cell","LOC107965502"
"LOC725117",1.77606872782846e-28,0.46161779157178,0.476,0.178,1.77748958281072e-24,"Epithelial cell","LOC725117"
"LOC726913",2.83795508789065e-28,0.469178335669214,0.471,0.181,2.84022545196096e-24,"Epithelial cell","LOC726913"
"LOC100577028",3.5328258162805e-28,0.591151042701674,0.37,0.123,3.53565207693353e-24,"Epithelial cell","LOC100577028"
"LOC411986",3.74359284461964e-28,0.696413006153296,0.966,0.821,3.74658771889534e-24,"Epithelial cell","LOC411986"
"LOC408548",1.39022073924018e-27,0.654154274278277,0.779,0.489,1.39133291583157e-23,"Epithelial cell","LOC408548"
"LOC552573",2.21700526404076e-27,0.671547351922242,0.63,0.328,2.21877886825199e-23,"Epithelial cell","LOC552573"
"LOC724319",2.72006186042297e-27,0.801311941660136,0.639,0.322,2.7222379099113e-23,"Epithelial cell","LOC724319"
"LOC552358",2.86857372736134e-27,0.379893028314193,0.577,0.244,2.87086858634323e-23,"Epithelial cell","LOC552358"
"LOC725819",4.17122603594443e-27,0.443109341100858,0.337,0.106,4.17456301677319e-23,"Epithelial cell","LOC725819"
"LOC413034",4.41819390988718e-27,0.485487896545235,0.428,0.157,4.42172846501509e-23,"Epithelial cell","LOC413034"
"LOC413759",5.49568101072929e-27,0.46126433624008,0.418,0.151,5.50007755553787e-23,"Epithelial cell","LOC413759"
"LOC409173",5.98169459152075e-27,0.609283854997652,0.577,0.26,5.98647994719396e-23,"Epithelial cell","LOC409173"
"LOC102656338",6.36185583272329e-27,0.400624911267448,0.274,0.073,6.36694531738947e-23,"Epithelial cell","LOC102656338"
"LOC410718",6.64498558647897e-27,0.726535445735289,0.803,0.491,6.65030157494816e-23,"Epithelial cell","LOC410718"
"LOC412885",9.53325313472633e-27,0.478513152329512,0.486,0.194,9.54087973723411e-23,"Epithelial cell","LOC412885"
"LOC408981",1.06751556339115e-26,0.590830960887488,0.466,0.186,1.06836957584187e-22,"Epithelial cell","LOC408981"
"LOC725248",1.12657780034895e-26,0.55684729549352,0.654,0.337,1.12747906258923e-22,"Epithelial cell","LOC725248"
"LOC408862",1.23035978991818e-26,0.712855957082435,0.962,0.862,1.23134407775011e-22,"Epithelial cell","LOC408862"
"LOC409713",4.35529561688682e-26,0.639192838756403,0.933,0.789,4.35877985338033e-22,"Epithelial cell","LOC409713"
"LOC551953",5.33732316526238e-26,0.463708790385571,0.5,0.21,5.34159302379459e-22,"Epithelial cell","LOC551953"
"LOC113219115",5.57077631625832e-26,0.401001132366638,0.394,0.141,5.57523293731133e-22,"Epithelial cell","LOC113219115"
"LOC409316",8.2902955297738e-26,0.512013763724753,0.524,0.232,8.29692776619762e-22,"Epithelial cell","LOC409316"
"LOC100576519",8.85661011711418e-26,0.321220103437055,0.303,0.089,8.86369540520787e-22,"Epithelial cell","LOC100576519"
"LOC411525",9.58374039085524e-26,0.716835286288386,0.894,0.68,9.59140738316792e-22,"Epithelial cell","LOC411525"
"LOC413677",1.21647426650169e-25,0.503637742789469,0.529,0.235,1.21744744591489e-21,"Epithelial cell","LOC413677"
"LOC725470",1.78478769361766e-25,0.419150226963308,0.346,0.115,1.78621552377255e-21,"Epithelial cell","LOC725470"
"LOC551168",1.81672033549546e-25,0.360475372610078,0.298,0.088,1.81817371176386e-21,"Epithelial cell","LOC551168"
"LOC725550",3.07782809832568e-25,0.662200532364567,0.755,0.49,3.08029036080434e-21,"Epithelial cell","LOC725550"
"LOC408275",3.59818054948854e-25,0.85053950180657,0.49,0.229,3.60105909392813e-21,"Epithelial cell","LOC408275"
"LOC410175",4.63187261567786e-25,0.425808006062449,0.351,0.121,4.6355781137704e-21,"Epithelial cell","LOC410175"
"LOC100578332",8.03553213429602e-25,0.668724708563664,0.562,0.267,8.04196056000346e-21,"Epithelial cell","LOC100578332"
"LOC552171",8.55390451765617e-25,0.513116636574085,0.428,0.171,8.56074764127029e-21,"Epithelial cell","LOC552171"
"LOC552366",9.24194919496336e-25,0.278123181905203,0.269,0.076,9.24934275431933e-21,"Epithelial cell","LOC552366"
"LOC726268",1.10658781512309e-24,0.332972102704056,0.51,0.212,1.10747308537519e-20,"Epithelial cell","LOC726268"
"LOC550708",1.45103693356242e-24,0.607779121276431,0.933,0.776,1.45219776310927e-20,"Epithelial cell","LOC550708"
"LOC409602",1.91763198746616e-24,0.397084881381015,0.389,0.139,1.91916609305613e-20,"Epithelial cell","LOC409602"
"LOC410278",3.65348046135621e-24,0.313992427188963,0.303,0.093,3.6564032457253e-20,"Epithelial cell","LOC410278"
"LOC552234",6.69350119665573e-24,0.387573709245966,0.279,0.084,6.69885599761305e-20,"Epithelial cell","LOC552234"
"LOC413955",7.83960563512838e-24,0.397486877208707,0.38,0.139,7.84587731963649e-20,"Epithelial cell","LOC413955"
"LOC724830",8.54180898886748e-24,0.787318445396036,0.76,0.478,8.54864243605858e-20,"Epithelial cell","LOC724830"
"LOC724336",1.1501809046387e-23,0.580679933121931,0.784,0.493,1.15110104936241e-19,"Epithelial cell","LOC724336"
"LOC409038",1.30043435124117e-23,0.353537488396962,0.308,0.098,1.30147469872216e-19,"Epithelial cell","LOC409038"
"LOC552545",1.38941299679945e-23,0.313000854135942,0.452,0.181,1.39052452719689e-19,"Epithelial cell","LOC552545"
"LOC410517",1.65457817218947e-23,0.389282498746042,0.447,0.173,1.65590183472722e-19,"Epithelial cell","LOC410517"
"LOC412301",1.92512095386998e-23,0.360067062326725,0.37,0.133,1.92666105063308e-19,"Epithelial cell","LOC412301"
"LOC410967",1.9309227128003e-23,0.593694799758061,0.548,0.259,1.93246745097054e-19,"Epithelial cell","LOC410967"
"LOC408811",2.49627768221254e-23,0.516339459031129,0.712,0.412,2.49827470435831e-19,"Epithelial cell","LOC408811"
"LOC552612",2.54371959017447e-23,0.375618836839112,0.351,0.124,2.54575456584661e-19,"Epithelial cell","LOC552612"
"LOC727486",2.8575994764753e-23,0.725514843018932,0.697,0.45,2.85988555605648e-19,"Epithelial cell","LOC727486"
"LOC411961",3.65637862640306e-23,0.589838824748673,0.808,0.547,3.65930372930418e-19,"Epithelial cell","LOC411961"
"LOC408945",7.14670648000861e-23,0.615889563970105,0.582,0.314,7.15242384519261e-19,"Epithelial cell","LOC408945"
"LOC725406",7.83263402680013e-23,0.555859898065581,0.861,0.644,7.83890013402157e-19,"Epithelial cell","LOC725406"
"LOC552142",8.5286635270486e-23,0.715836145626787,0.726,0.458,8.53548645787024e-19,"Epithelial cell","LOC552142"
"LOC725885",9.83831889800922e-23,0.826224628917152,0.909,0.745,9.84618955312763e-19,"Epithelial cell","LOC725885"
"LOC410821",1.08897261468398e-22,0.266814259553487,0.284,0.084,1.08984379277573e-18,"Epithelial cell","LOC410821"
"LOC102655698",2.35393959689673e-22,0.55215309869221,0.457,0.196,2.35582274857425e-18,"Epithelial cell","LOC102655698"
"LOC550695",2.46026752517175e-22,0.606048054367416,0.442,0.188,2.46223573919189e-18,"Epithelial cell","LOC550695"
"LOC408693",3.84514474198305e-22,0.370603732246177,0.303,0.1,3.84822085777664e-18,"Epithelial cell","LOC408693"
"LOC413998",3.91506782122336e-22,0.696447017140035,0.639,0.377,3.91819987548033e-18,"Epithelial cell","LOC413998"
"LOC408810",4.1765572603554e-22,0.363182265940244,0.697,0.384,4.17989850616368e-18,"Epithelial cell","LOC408810"
"LOC4095881",4.44489646932203e-22,0.875176957784486,0.702,0.448,4.44845238649748e-18,"Epithelial cell","LOC409588"
"LOC551055",5.0639094204648e-22,0.293325330975799,0.26,0.077,5.06796054800118e-18,"Epithelial cell","LOC551055"
"LOC410795",5.28559431234266e-22,0.542388977282857,0.587,0.311,5.28982278779253e-18,"Epithelial cell","LOC410795"
"nAChRa1",6.08526258917703e-22,0.393434081921922,0.284,0.091,6.09013079924837e-18,"Epithelial cell","nAChRa1"
"LOC408345",7.17739972051172e-22,0.383730616379386,0.466,0.202,7.18314164028813e-18,"Epithelial cell","LOC408345"
"LOC409288",8.76991176525262e-22,0.692497171443375,0.611,0.347,8.77692769466482e-18,"Epithelial cell","LOC409288"
"LOC725156",8.97064442730279e-22,0.449884184587317,0.5,0.232,8.97782094284464e-18,"Epithelial cell","LOC725156"
"LOC410732",9.06543935039073e-22,0.69287184038246,0.918,0.728,9.07269170187104e-18,"Epithelial cell","LOC410732"
"LOC551705",9.26515076795544e-22,0.533908813847932,0.394,0.162,9.27256288856981e-18,"Epithelial cell","LOC551705"
